the_geom,SYSTEMSTOP,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,PUBLIC_NAM
POINT (-87.55956710800001 41.708308956999986),5266,TORRENCE,103RD STREET,NB,FS,"J14,100",,CHICAGO,Torrence & 103rd Street
POINT (-87.634873905 41.91104991399999),920,NORTH AVENUE,WELLS,EB,NS,"N9,72",N9,CHICAGO,North Ave & Wells
POINT (-87.60228390999998 41.76336500299999),17660,SOUTH CHICAGO,INGLESIDE,SEB,FT,30,,CHICAGO,South Chicago & Ingleside
POINT (-87.56485159900001 41.75170817700001),17661,79TH STREET,PHILLIPS,EB,FS,79,N79,CHICAGO,79th Street & Phillips
POINT (-87.56493796500001 41.75182406099998),17662,79TH STREET,PHILLIPS,WB,NS,79,N79,CHICAGO,79th Street & Phillips
POINT (-87.72951899899999 41.84411799999998),6306,26TH STREET,KEELER,EB,NS,60,N60,CHICAGO,26th Street & Keeler
POINT (-87.780702679 41.96840977900001),9554,GUNNISON,MEADE,EB,MT,81W,,CHICAGO,Gunnison & Meade
POINT (-87.705626 41.778863),3394,63RD STREET,SPAULDING,EB,NS,63,N63,CHICAGO,63rd Street & Spaulding
POINT (-87.66638577499998 41.87191454600003),15793,ASHLAND,POLK,NB,FS,9,N9,CHICAGO,Ashland & Polk
POINT (-87.74296269299998 41.80750726000002),4589,CICERO,47TH STREET,NB,NS,"47,54B",,CHICAGO,Cicero & 47th Street
POINT (-87.65537799999998 41.992523000000006),1192,SHERIDAN,GLENLAKE,NB,FS,"136,147,151",,CHICAGO,Sheridan & Glenlake
POINT (-87.77820663099999 41.90919298699998),857,NORTH AVENUE,TAYLOR,EB,NS,72,,OAK PARK,North Ave & Taylor
POINT (-87.778257 41.792351999999994),4553,55TH STREET,MERRIMAC,EB,NS,55N,,CHICAGO,55th Street & Merrimac
POINT (-87.591935466 41.751366675999975),2791,79TH STREET,KENWOOD,EB,NS,79,N79,CHICAGO,79th Street & Kenwood
POINT (-87.64050685900003 41.68504356),2944,115TH STREET,UNION (west leg),EB,NS,115,,CHICAGO,115th Street & Union
POINT (-87.74945623500003 41.915223932),691,GRAND,LAMON,EB,NT,65,,CHICAGO,Grand & Lamon
POINT (-87.78845329699999 41.773792429000025),3356,65TH STREET,NORMANDY,EB,NT,165,,BEDFORD PARK,65th Street & Normandy
POINT (-87.646408812 41.932715401999985),11031,DIVERSEY,ORCHARD,EB,FS,76,,CHICAGO,Diversey & Orchard
POINT (-87.67359254500002 41.99795405100002),1736,DEVON,HERMITAGE,EB,NS,155,,CHICAGO,Devon & Hermitage
POINT (-87.628417506 41.80912256900001),8177,47TH STREET,FEDERAL (west leg),EB,FS,47,,CHICAGO,47th Street & Federal
POINT (-87.74897628899998 41.90948435500002),15484,NORTH AVENUE,LAMON,EB,FT,72,,CHICAGO,North Ave & Lamon
POINT (-87.67398843799998 41.79350114499999),10524,GARFIELD,DAMEN,EB,FS,55,N55,CHICAGO,Garfield & Damen
POINT (-87.68105903899999 41.94676415599997),12530,ADDISON,HOYNE,EB,NS,152,,CHICAGO,Addison & Hoyne
POINT (-87.740264142 41.85122159500003),6906,CERMAK,4632 WEST,EB,MB,"21,54B",,CICERO,4632 W Cermak
POINT (-87.829440116 41.952160289000005),5596,IRVING PARK,PANAMA,EB,NS,80,,CHICAGO,Irving Park & Panama
POINT (-87.63766642299998 41.838224196),7515,31ST STREET,CANAL,WB,NS,31,,CHICAGO,31st Street & Canal
POINT (-87.64883776599999 41.73610083),15790,87TH STREET,MORGAN,WB,FS,"24,87",N87,CHICAGO,87th Street & Morgan
POINT (-87.62814440699998 41.88702684200001),14225,WACKER,STATE,WB,FS,"134,135,136",,CHICAGO,Wacker & State
POINT (-87.61665533899998 41.75104397299998),2780,79TH STREET,CALUMET,EB,NS,79,N79,CHICAGO,79th Street & Calumet
POINT (-87.65360528899998 41.86693795000002),305,ROOSEVELT,BLUE ISLAND,EB,NS,12,,CHICAGO,Roosevelt & Blue Island
POINT (-87.596289136 41.78046005200002),3448,63RD STREET,WOODLAWN,EB,NS,63,N63,CHICAGO,63rd Street & Woodlawn
POINT (-87.76286499999998 41.97509500000001),4750,FOSTER,LONG,EB,NS,92,,CHICAGO,Foster & Long
POINT (-87.70267399900001 41.844494999999995),6317,26TH STREET,ALBANY,EB,NT,60,N60,CHICAGO,26th Street & Albany
POINT (-87.741180348 41.96071441599997),11327,MONTROSE,KILBOURN,EB,FT,78,,CHICAGO,Montrose & Kilbourn
POINT (-87.77200748400003 41.953018472999986),5620,IRVING PARK,MENARD,EB,NS,80,,CHICAGO,Irving Park & Menard
POINT (-87.66587888800001 41.866733533),14976,ROOSEVELT,ASHLAND,EB,FS,12,,CHICAGO,Roosevelt & Ashland
POINT (-87.65468804300002 41.95441854500001),5670,IRVING PARK,SHERIDAN,EB,NS,80,,CHICAGO,Irving Park & Sheridan
POINT (-87.639772408 41.94004911000002),9291,BELMONT,SHERIDAN,EB,NS,"77,151,156",,CHICAGO,Belmont & Sheridan
POINT (-87.702422001 41.924702000000025),1327,FULLERTON,SACRAMENTO,EB,NS,74,,CHICAGO,Fullerton & Sacramento
POINT (-87.70849809399999 41.808004273999984),16067,47TH STREET,HOMAN,EB,FT,47,,CHICAGO,47th Street & Homan
POINT (-87.71746099199999 41.93914852900002),9273,BELMONT,CENTRAL PARK,EB,NS,77,N77,CHICAGO,Belmont & Central Park
POINT (-87.82561469500001 41.94501650000001),12469,ADDISON,FOREST PRESERVE AVENUE,EB,NS,152,,CHICAGO,Addison & Forest Preserve Avenue
POINT (-87.66256200200002 41.73567552700001),15787,87TH STREET,ASHLAND,EB,FS,87,N87,CHICAGO,87th Street & Ashland
POINT (-87.70463902900002 41.82252158799997),7798,PERSHING,KEDZIE,EB,NS,39,,CHICAGO,Pershing & Kedzie
POINT (-87.72324926499999 41.968197943999996),3742,LAWRENCE,HAMLIN,EB,NS,81,N81,CHICAGO,Lawrence & Hamlin
POINT (-87.714194244 41.73487145399997),9374,87TH STREET,LAWNDALE,EB,NT,87,,EVERGREEN PARK,87th Street & Lawndale
POINT (-87.62008000100002 41.890852000999985),5511,COLUMBUS,ILLINOIS,NB,NS,"N66,124",N66,CHICAGO,Columbus & Illinois
POINT (-87.80682420199997 41.94520048999999),17358,ADDISON,HARLEM,EB,FS,152,,CHICAGO,Addison & Harlem
POINT (-87.61212499999999 41.892011000000025),759,GRAND,STREETER,WB,FS,"2,29,65,66,124",,CHICAGO,Grand & Streeter
POINT (-87.630945 41.891692999999975),766,GRAND,CLARK,WB,NS,65,,CHICAGO,Grand & Clark
POINT (-87.66823166199998 41.976256234000004),4800,FOSTER,CLARK,WB,NS,92,,CHICAGO,Foster & Clark
POINT (-87.69835416199999 41.96130088899997),11383,MONTROSE,CALIFORNIA,WB,NS,78,,CHICAGO,Montrose & California
POINT (-87.65560803599999 41.830680012000016),7648,35TH STREET,RACINE,WB,NS,35,,CHICAGO,35th Street & Racine
POINT (-87.71056372700002 41.78620588000001),13084,59TH STREET,ST. LOUIS,WB,NS,59,,CHICAGO,59th Street & St. Louis
POINT (-87.65473315399998 41.77967592300001),16196,63RD STREET,RACINE,WB,FS,63,N63,CHICAGO,63rd Street & Racine
POINT (-87.63962998599999 41.932960697),11037,DIVERSEY,SHERIDAN/LAKEVIEW,WB,FS,76,,CHICAGO,Diversey & Sheridan/Lakeview
POINT (-87.72569999199999 41.885376398000005),9095,PULASKI,LAKE,NB,NS,53,N53,CHICAGO,Pulaski & Lake (Green Line)
POINT (-87.689681001 41.99399699999998),1676,WESTERN,GRANVILLE,NB,NS,49B,,CHICAGO,Western & Granville
POINT (-87.655307999 41.990272000999994),1191,SHERIDAN,THORNDALE,NB,FS,"136,147,151",,CHICAGO,Sheridan & Thorndale
POINT (-87.72521740299999 41.869921592000026),9084,PULASKI,ARTHINGTON (south leg),NB,NS,53,,CHICAGO,Pulaski & Arthington
POINT (-87.720978156 41.88086553800002),486,MADISON,HAMLIN,WB,FS,20,N20,CHICAGO,Madison & Hamlin
POINT (-87.63851462399998 41.823629642000014),7762,PERSHING,NORMAL,WB,NT,39,,CHICAGO,Pershing & Normal
POINT (-87.62137458500001 41.82032023099998),17679,INDIANA,41ST STREET,NB,FS,39,,CHICAGO,Indiana & 41st Street
POINT (-87.72482355099999 41.84432127500003),14848,26TH STREET,PULASKI,WB,FS,60,N60,CHICAGO,26th Street & Pulaski
POINT (-87.66754012400003 41.91079268300001),17180,ASHLAND,NORTH AVENUE,NB,FS,"9,X9",N9,CHICAGO,Ashland & North Ave
POINT (-87.72771186799997 41.95984955),17320,PULASKI,ELSTON,NB,FS,53,,CHICAGO,Pulaski & Elston
POINT (-87.630837784 41.86748977299999),15377,ROOSEVELT,CLARK,WB,FS,"12,18,N62",N62,CHICAGO,Roosevelt & Clark
POINT (-87.67187646600001 41.87632903000002),99,VAN BUREN,OGDEN,WB,NS,126,,CHICAGO,Van Buren & Ogden
POINT (-87.62569877200002 41.80201611299998),9191,51ST STREET,STATE,WB,NS,15,,CHICAGO,51st Street & State
POINT (-87.62000899999998 41.891862),590,GRAND,FAIRBANKS/COLUMBUS,WB,NS,"2,29,65,66",,CHICAGO,Grand & Fairbanks/Columbus
POINT (-87.610392854 41.773115976999975),10083,67TH STREET,ST. LAWRENCE,WB,NS,"N5,67",N5,CHICAGO,67th Street & St. Lawrence
POINT (-87.66149317899999 41.869396876999986),6632,TAYLOR,LOOMIS,WB,NS,157,,CHICAGO,Taylor & Loomis
POINT (-87.63127899900002 41.890758000000005),747,ILLINOIS,CLARK,EB,NS,65,,CHICAGO,Illinois & Clark
POINT (-87.75559299999998 41.89307600000001),3837,LARAMIE,HURON,SB,NS,57,,CHICAGO,Laramie & Huron
POINT (-87.615599008 41.782230578999986),2139,KING DRIVE,62ND STREET,NB,FS,3,,CHICAGO,King Drive & 62nd Street
POINT (-87.72737535599998 41.95190985199997),9132,PULASKI sv.dr.,BLUE LINE STATION,NB,MB,53,N53,CHICAGO,Irving Park Blue Line Station
POINT (-87.78405621899998 41.903757747999975),11735,RIDGELAND,BERKSHIRE,NB,NS,86,,OAK PARK,Ridgeland & Berkshire
POINT (-87.67836300099998 41.93785100000002),8836,DAMEN,BARRY,SB,NS,50,,CHICAGO,Damen & Barry
POINT (-87.654309221 41.77591695900003),5063,RACINE,65TH STREET,NB,NS,44,,CHICAGO,Racine & 65th Street
POINT (-87.72787596699999 41.95986511000001),8990,PULASKI,ELSTON,SB,NS,53,,CHICAGO,Pulaski & Elston
POINT (-87.53538122600003 41.70284556500002),7274,EWING,106TH STREET,SB,NS,"26,30",,CHICAGO,Ewing & 106th Street
POINT (-87.66900774300001 41.86669056699998),298,ROOSEVELT,PAULINA,EB,NT,12,,CHICAGO,Roosevelt & Paulina
POINT (-87.639967479 41.891427384999986),742,GRAND,KINGSBURY,EB,NS,65,,CHICAGO,Grand & Kingsbury
POINT (-87.80608876999997 41.91606548300001),17402,HARLEM,ARMITAGE,SB,FS,"90,307",,ELMWOOD PARK,Harlem & Armitage
POINT (-87.72066999999998 41.69865199999998),4742,PULASKI,107TH STREET,SB,NS,53A,,OAK LAWN,Pulaski & 107th Street
POINT (-87.605808734 41.710963773),2827,COTTAGE GROVE,101ST STREET,SB,MT,"4,115",,CHICAGO,Cottage Grove & 101st Street
POINT (-87.811600167 41.999928977000025),9905,NORTHWEST HWY,OKETO (north leg),NWB,NS,68,,CHICAGO,Northwest Hwy & Oketo
POINT (-87.645393383 41.79983714399998),5833,HALSTED,52ND STREET,SB,NS,8,,CHICAGO,Halsted & 52nd Street
POINT (-87.64501719100002 41.785302307999984),5842,HALSTED,60TH STREET (north leg),SB,NS,8,,CHICAGO,Halsted & 60th Street
POINT (-87.71521999999999 41.85722099999998),11192,CENTRAL PARK,18TH STREET,SB,NS,82,,CHICAGO,Central Park & 18th Street
POINT (-87.68999899900001 41.999618),1703,WESTERN,ARTHUR,SB,NS,49B,,CHICAGO,Western & Arthur
POINT (-87.705443 41.86123200100002),3147,KEDZIE,15TH STREET (north leg),NB,NT,52,,CHICAGO,Kedzie & 15th Street
POINT (-87.78624199900003 41.94740300000001),11759,NARRAGANSETT,WAVELAND,NB,NS,86,,CHICAGO,Narragansett & Waveland
POINT (-87.694754854 41.91036162),17654,NORTH AVENUE,WASHTENAW,WB,FS,72,,CHICAGO,North Ave & Washtenaw
POINT (-87.65666063999998 41.85800293199998),17678,18TH STREET,RACINE,WB,FS,18,,CHICAGO,18th Street & Racine
POINT (-87.64140998900001 41.75062618499999),17352,79TH STREET,UNION,EB,FS,"8A,79",N79,CHICAGO,79th Street & Union
POINT (-87.556365594 41.751814810999974),17355,79TH STREET,BURNHAM (east leg),EB,FS,79,N79,CHICAGO,79th Street & Burnham
POINT (-87.64736819299998 41.94763397999998),14452,BROADWAY,ADDISON,NB,FS,36,,CHICAGO,Broadway & Addison
POINT (-87.636486999 41.88601),3946,WACKER (upper),LAKE,NEB,FS,125,,CHICAGO,Wacker (Upper) & Lake
POINT (-87.72167298599999 41.727834202999986),4738,PULASKI,91ST ST.(SB/NS 91st Pl.),SB,FT,53A,,OAK LAWN,Pulaski & 91st Street
POINT (-87.77688300099999 41.95843000000002),9668,AUSTIN,CULLOM,NB,NS,91,,CHICAGO,Austin & Cullom
POINT (-87.76830499900001 41.981033001000014),11633,CENTRAL,CATALPA,NB,NS,"85,85A",,CHICAGO,Central & Catalpa
POINT (-87.72431899999998 41.83863500000001),9065,PULASKI,30TH STREET,NB,NS,53,,CHICAGO,Pulaski & 30th Street
POINT (-87.805917895 41.916112913000006),15712,HARLEM,ARMITAGE,NB,NS,"90,307",,CHICAGO,Harlem & Armitage
POINT (-87.74157749300002 41.761819350999986),10384,CICERO,72ND STREET,NB,NS,54B,,CHICAGO,Cicero & 72nd Street
POINT (-87.62516700100002 41.777535),2299,STATE,64TH STREET,NB,NT,29,,CHICAGO,State & 64th Street
POINT (-87.620435757 41.705272647000015),7615,MICHIGAN,104TH STREET,NB,NS,"34,119",N34,CHICAGO,Michigan & 104th Street
POINT (-87.61980980499999 41.71073679699998),7618,MICHIGAN,101ST STREET,NB,NS,"34,103,106,119",N34,CHICAGO,Michigan & 101st Street
POINT (-87.71196800000001 41.92275000000001),11261,KIMBALL,BELDEN,NB,NS,82,,CHICAGO,Kimball & Belden
POINT (-87.575979329 41.75514919400001),17039,JEFFERY,77TH STREET,NB,NS,"J14,15",,CHICAGO,Jeffery & 77th Street
POINT (-87.59731268500002 41.722054329),12091,95TH STREET,GREENWOOD,EB,NS,100,,CHICAGO,95th Street & Greenwood
POINT (-87.70872200100001 41.88088699999997),415,MADISON,SPAULDING,EB,NS,20,N20,CHICAGO,Madison & Spaulding
POINT (-87.65126254500001 41.896267556),563,CHICAGO,SANGAMON (east leg),EB,NS,66,N66,CHICAGO,Chicago & Sangamon
POINT (-87.692401867 42.026544573000024),14350,OAKTON,WESLEY,EB,NT,206,,EVANSTON,Oakton & Wesley
POINT (-87.65028729099998 41.70678745399999),12155,103RD STREET,ABERDEEN,EB,NS,103,,CHICAGO,103rd Street & Aberdeen
POINT (-87.69761980499999 41.74976418),2739,79TH STREET,SACRAMENTO,EB,NS,79,,CHICAGO,79th Street & Sacramento
POINT (-87.685499999 41.74997800099999),2745,79TH STREET,CAMPBELL,EB,NS,79,,CHICAGO,79th Street & Campbell
POINT (-87.58353244 41.791666409000015),10565,MUSEUM DRIVE,MUSEUM SCI & INDUSTRY,EB,MB,"10,55",N55,CHICAGO,Museum of Science & Industry
POINT (-87.60854339399998 41.783949275),13010,61ST STREET,LANGLEY,EB,NS,59,,CHICAGO,61st Street & Langley
POINT (-87.704369912 41.99034158500001),11449,PETERSON,SACRAMENTO,EB,NS,84,,CHICAGO,Peterson & Sacramento
POINT (-87.59333996999999 41.758628832),10945,75TH STREET,KIMBARK,EB,NS,75,,CHICAGO,75th Street & Kimbark
POINT (-87.56848575800001 41.77348349800002),7046,67TH STREET,OGLESBY,EB,NS,"6,26,67",,CHICAGO,67th Street & Oglesby
POINT (-87.62840909099998 41.823615571999994),7727,PERSHING,FEDERAL (east leg),EB,FS,39,,CHICAGO,Pershing & Federal
POINT (-87.60899240700002 41.707324975000006),12221,103RD STREET,ST. LAWRENCE,EB,NT,106,,CHICAGO,103rd Street & St. Lawrence
POINT (-87.76980200000003 41.960387000000026),11315,MONTROSE,MAJOR,EB,NS,78,,CHICAGO,Montrose & Major
POINT (-87.725477464 41.793126771999994),10501,55TH STREET,KARLOV,EB,FS,55,,CHICAGO,55th Street & Karlov
POINT (-87.622560389 41.67807891899997),12416,119TH STREET,STATE,WB,NS,119,,CHICAGO,119th Street & State
POINT (-87.629179131 41.72175544700002),15160,95TH STREET,WENTWORTH,WB,FS,"N9,95,108,112",N9,CHICAGO,95th Street & Wentworth
POINT (-87.68167999500002 41.877672545999985),16078,JACKSON,LEAVITT,WB,FS,126,,CHICAGO,Jackson & Leavitt
POINT (-87.676872 41.887756001000014),8863,DAMEN,CARROLL,SB,NS,50,,CHICAGO,Damen & Carroll
POINT (-87.67380983700002 42.01665358499997),15452,ROGERS,HERMITAGE,NEB,NT,"22,97,201,206",N22,CHICAGO,Rogers & Hermitage
POINT (-87.68935633500001 41.97840842099998),1715,WESTERN,in front of BERWYN TERM.,SB,MB,49B,,CHICAGO,Western & Berwyn
POINT (-87.63296283 41.90900370000003),1449,LASALLE,BURTON,NB,MT,156,,CHICAGO,LaSalle & Burton
POINT (-87.62000793700003 41.666245720000006),7592,MICHIGAN,125TH PLACE,NB,NS,34,N34,CHICAGO,Michigan & 125th Place
POINT (-87.64876100100003 41.92726299999998),5959,HALSTED,ALTGELD,NB,MT,8,,CHICAGO,Halsted & Altgeld
POINT (-87.80737211899998 41.96381113000001),11768,HARLEM,WILSON,SB,NS,90,,HARWOOD HEIGHTS,Harlem & Wilson
POINT (-87.63740501900003 41.937846933),14971,LAKE SHR.DR.W.,BARRY,SB,NS,77,,CHICAGO,Lake Shore Drive & Barry
POINT (-87.65231088000002 41.941888671000015),1827,CLARK,ALDINE/SCHOOL,SB,NS,22,N22,CHICAGO,Clark & School/Aldine
POINT (-87.70556796900001 41.92802059500002),5558,MILWAUKEE,LOGAN BOULEVARD(south leg),NWB,NS,56,,CHICAGO,Milwaukee & Logan Boulevard
POINT (-87.60540122200001 41.76337677700002),2485,COTTAGE GROVE,ANTHONY,NB,NS,4,,CHICAGO,Cottage Grove & Anthony
POINT (-87.72482099899997 41.85695099999998),9076,PULASKI,18TH STREET,NB,NS,53,,CHICAGO,Pulaski & 18th Street
POINT (-87.55959747499998 41.69919795499999),7096,TORRENCE,108TH STREET,SB,NS,71,,CHICAGO,Torrence & 108th Street
POINT (-87.72624436000001 41.89731967),9024,PULASKI,IOWA,SB,NS,53,N53,CHICAGO,Pulaski & Iowa
POINT (-87.72124199899997 41.975517000000025),4766,FOSTER,3700 WEST (LAWNDALE),EB,MB,92,,CHICAGO,3700 W Foster
POINT (-87.64155368399997 41.838049712999975),7477,31ST STREET,WALLACE,EB,NS,31,,CHICAGO,31st Street & Wallace
POINT (-87.585561659 41.758823845999984),10866,75TH STREET,STONY ISLAND,WB,NS,75,,CHICAGO,75th Street & Stony Island
POINT (-87.73845678800001 41.77853584100001),15268,63RD STREET,KNOX,WB,NS,63,N63,CHICAGO,63rd Street & Knox
POINT (-87.666773616 41.96502865000002),15519,CLARK,WILSON,SB,FS,"22,78",N22,CHICAGO,Clark & Wilson
POINT (-87.67685399999999 41.89218299999999),8918,DAMEN,OHIO,NB,NS,50,,CHICAGO,Damen & Ohio
POINT (-87.714815998 41.847938),11213,CENTRAL PARK,24TH STREET,NB,NS,82,,CHICAGO,Central Park & 24th Street
POINT (-87.72657472499998 41.90817301499999),9018,PULASKI,LE MOYNE,SB,NS,53,N53,CHICAGO,Pulaski & Le Moyne
POINT (-87.66654405499997 41.686617248000005),2867,VINCENNES,EDMAIRE,NEB,NS,111,,CHICAGO,Vincennes & Edmaire
POINT (-87.77721200000002 41.964045),9559,AUSTIN,WILSON,SB,MT,91,,CHICAGO,Austin & Wilson
POINT (-87.64632591600002 41.84339654399997),5912,HALSTED,28TH STREET,NB,NS,8,,CHICAGO,Halsted & 28th Street
POINT (-87.64487739399999 41.78722502800002),14856,HALSTED,59TH STREET,NB,FS,8,,CHICAGO,Halsted & 59th Street
POINT (-87.633273772 41.801740919999986),9182,51ST STREET,PRINCETON,EB,NS,51,,CHICAGO,51st Street & Princeton
POINT (-87.74895088599999 41.85131703299999),6896,CERMAK,50TH AVENUE,WB,NS,"21,N60,302",N60,CICERO,Cermak & 50th Avenue
POINT (-87.63249551500002 41.707113134999986),12171,103RD STREET,HARVARD,WB,MT,103,,CHICAGO,103rd Street & Harvard
POINT (-87.63202174899999 41.91123449600002),924,NORTH AVENUE,CLARK,WB,FS,"N9,72",N9,CHICAGO,North Ave & Clark
POINT (-87.564868005 41.76637218299999),7031,S. SHORE DRIVE,COLES,WB,MT,"6,26",,CHICAGO,S. Shore Drive & Coles
POINT (-87.714229719 41.92470113899998),1251,FULLERTON,ST. LOUIS (west leg),WB,NS,74,,CHICAGO,Fullerton & St. Louis
POINT (-87.634887155 41.779964963),3232,63RD STREET,STEWART,WB,NS,63,N63,CHICAGO,63rd Street & Stewart
POINT (-87.73710657100003 41.80775925699999),8116,47TH STREET,KOLMAR,WB,NS,47,,CHICAGO,47th Street & Kolmar
POINT (-87.71324366800002 41.97562818900002),17496,FOSTER,KIMBALL,EB,FS,92,,CHICAGO,Foster & Kimball
POINT (-87.839201436 41.96643918299998),8575,LAWRENCE,CHESTER (MARIA CT.EB/FS),EB,NT,81W,,CHICAGO,Lawrence & Chester
POINT (-87.60249853300002 41.736610300999985),9420,87TH STREET,DREXEL,EB,NT,87,,CHICAGO,87th Street & Drexel
POINT (-87.75665020299999 41.77441797099999),3369,65TH STREET,LONG,EB,NT,165,,BEDFORD PARK,65th Street & Long
POINT (-87.72080233499997 41.96821765599998),3743,LAWRENCE,LAWNDALE,EB,NS,81,N81,CHICAGO,Lawrence & Lawndale
POINT (-87.601264561 41.78404667799998),13014,61ST STREET,ELLIS,EB,NS,59,,CHICAGO,61st Street & Ellis
POINT (-87.64943144400002 41.867219208999984),332,ROOSEVELT,900 WEST,WB,MB,12,,CHICAGO,900 W Roosevelt
POINT (-87.67737372599998 41.96153107600003),11374,MONTROSE,WINCHESTER,WB,NS,78,,CHICAGO,Montrose & Winchester
POINT (-87.58540156700002 41.74868351499998),7115,STONY ISLAND,ANTHONY,NB,NS,28,,CHICAGO,Stony Island & Anthony
POINT (-87.55218460100002 41.70996109499998),6995,COMMERCIAL,102ND STREET,NB,NS,71,,CHICAGO,Commercial & 102nd Street
POINT (-87.56642038899997 41.76566303300001),10818,YATES,EXCHANGE/71ST ST. (s.leg),NB,NS,71,,CHICAGO,Yates & Exchange
POINT (-87.77475288900001 41.885678023000025),9628,AUSTIN,FULTON/PLEASANT,NB,FS,91,,CHICAGO,Austin & Fulton/Pleasant
POINT (-87.748726825 42.02632058199998),15078,OAKTON,LACROSSE,WB,NS,97,,SKOKIE,Oakton & Lacrosse
POINT (-87.66525539499997 41.839103217),4163,ASHLAND,ORANGE LINE STATION,WB,TERM,31,,CHICAGO,Ashland Orange Line Station
POINT (-87.627365666 41.87315063699998),15482,BALBO,STATE,WB,NS,"2,10",,CHICAGO,Balbo & State
POINT (-87.66806985900001 41.73562701399999),9390,87TH STREET,WOOD,EB,NS,87,N87,CHICAGO,87th Street & Wood
POINT (-87.58477479599998 41.72245251999999),12108,95TH STREET,STONY ISLAND,WB,NS,100,,CHICAGO,95th Street & Stony Island
POINT (-87.66618311600001 41.721270531000016),17078,95TH STREET,VANDERPOEL,WB,NT,95,,CHICAGO,95th Street & Vanderpoel
POINT (-87.609893 41.75125000100002),2632,79TH STREET,ST. LAWRENCE,WB,NS,79,N79,CHICAGO,79th Street & St. Lawrence
POINT (-87.69134282499999 41.70640511200003),12199,103RD STREET,CALIFORNIA,WB,NS,103,,CHICAGO,103rd Street & California
POINT (-87.64554120600002 41.794350382000005),10595,GARFIELD,HALSTED,WB,FS,55,N55,CHICAGO,Garfield & Halsted
POINT (-87.68875799900002 41.750112),2672,79TH STREET,TALMAN,WB,NT,79,,CHICAGO,79th Street & Talman
POINT (-87.74980939400001 41.953488307999976),5719,IRVING PARK,LAMON,WB,NT,80,,CHICAGO,Irving Park & Lamon
POINT (-87.66677804099999 41.86932745399997),17117,TAYLOR,ASHLAND,WB,FS,157,,CHICAGO,Taylor & Ashland
POINT (-87.62309533199999 41.80935118899998),17144,47TH STREET,MICHIGAN,WB,FS,47,,CHICAGO,47th Street & Michigan
POINT (-87.74739674400001 41.94618301899999),17147,ADDISON,CICERO,WB,FS,152,,CHICAGO,Addison & Cicero
POINT (-87.678702767 41.939639149000016),17329,BELMONT,DAMEN,WB,FS,77,N77,CHICAGO,Belmont & Damen
POINT (-87.80596421000001 41.912313229999995),17401,HARLEM,BLOOMINGDALE,SB,FS,"90,307",,ELMWOOD PARK,Harlem & Bloomingdale
POINT (-87.65857927799999 41.837817615999995),7469,31ST STREET,THROOP (west leg),EB,NS,31,,CHICAGO,31st Street & Throop
POINT (-87.56073745499998 41.71351824499999),5249,100TH STREET,HOXIE,EB,FS,"J14,100",,CHICAGO,100th Street & Hoxie
POINT (-87.673968097 41.968742787),3762,LAWRENCE,RAVENSWOOD (east leg),EB,FS,81,N81,CHICAGO,Lawrence & Ravenswood
POINT (-87.61417552500001 41.81662341200001),8056,43RD STREET,VINCENNES,EB,NS,43,,CHICAGO,43rd Street & Vincennes
POINT (-87.633562966 41.706974145000004),12162,103RD STREET,EGGLESTON,EB,MT,103,,CHICAGO,103rd Street & Eggleston
POINT (-87.66610500000002 41.759344),10911,74TH STREET,PAULINA,EB,MT,75,,CHICAGO,74th Street & Paulina
POINT (-87.73371103599999 41.73448890200001),9366,87TH STREET,KILBOURN,EB,NT,87,,HOMETOWN,87th Street & Kilbourn
POINT (-87.64732818499999 41.779637348999984),3420,63RD STREET,PEORIA,EB,NS,63,N63,CHICAGO,63rd Street & Peoria
POINT (-87.749366888 41.97525353899999),4755,FOSTER,LACROSSE,EB,NS,92,,CHICAGO,Foster & Lacrosse
POINT (-87.75158398600001 42.06243748899999),14696,OLD ORCHARD RD,LAVERGNE,EB,NS,54A,,SKOKIE,Old Orchard Rd & Lavergne
